title_length,abstract_length,keyword_count,concept_count,paper_age,title_word_count,abstract_word_count,title_to_abstract_ratio,text_richness,recency_score,abstract_keyword_overlap,recent_paper,dom_medical,dom_biology,dom_health,dom_cv_medical,dom_vision,dom_vision2,dom_nlp,dom_llm,dom_generative,dom_education,dom_robotics,dom_math,dom_quantum,dom_survey,dom_review_any,dom_graph,dom_rl,dom_speech,dom_security,dom_xai,dom_science,dom_dataset,cn_medicine,cn_ai_core,cn_vision,pub_plos,pub_mdpi,pub_frontiers,pub_bmc,pub_hindawi,pub_ieee,pub_acm,pub_elsevier,pub_springer,pub_wiley,pub_nature,pub_science,pub_oup,pub_arxiv,pub_zenodo,pub_dagstuhl,pub_acl,pub_no_doi,tf_learning,tf_data,tf_models,tf_chatgpt,tf_deep,tf_model,tf_detection,tf_image,tf_research,tf_machine,tf_intelligence,tf_artificial,tf_generative,tf_methods,tf_review,tf_based,tf_medical,tf_language,tf_applications,tf_analysis,tf_systems,tf_education,tf_neural,tf_human,tf_performance,tf_network,tf_challenges,tf_study,tf_control,tf_technologies,tf_algorithms,tf_time,tf_survey,tf_networks,tf_segmentation,tf_techniques,tf_paper,tf_future,tf_images,tf_information,tf_proposed,tf_potential,tf_classification,tf_design,tf_attention,tf_clinical,tf_development,tf_features,tf_prediction,tf_recent,tf_method,tf_tasks,tf_accuracy,tf_results,tf_healthcare,tf_knowledge,tf_field,tf_provide,tf_technology,tf_article,tf_system,tf_multi,tf_training,tf_approaches,tf_energy,tf_students,tf_materials,tf_transformer,tf_feature,tf_including,tf_quality,tf_datasets,tf_digital,tf_disease,tf_framework,tf_algorithm,tf_processing,tf_studies,tf_vision,tf_text,tf_dataset,tf_approach,tf_computing,tf_comprehensive,tf_tools,tf_protein,tf_graph,tf_scale,tf_current,tf_health,tf_literature,tf_optimization,tf_spatial,tf_sensing,tf_cancer,tf_process,tf_imaging,tf_brain,tf_existing,tf_impact,tf_level,tf_real,tf_application,tf_researchers,tf_management,tf_structure,tf_recognition,tf_overview,tf_finally,tf_drug,tf_improve,tf_single,tf_significant,tf_robots,tf_industry,tf_fusion,tf_strategies,tf_trained,tf_directions,tf_diagnosis,tf_perspective,tf_power,tf_task,tf_advances,tf_domain,tf_decision,tf_resolution,tf_global,tf_discuss,tf_understanding,tf_natural,tf_object,tf_computer,tf_opportunities,tf_soft,tf_modeling,tf_efficient,tf_related,tf_complex,tf_metaverse,tf_developed,tf_generation,tf_propose,tf_evaluation,tf_social,tf_stability,tf_abstract,tf_multiple,tf_cell,tf_efficiency,oa_category
103,1558,11,15,2,16,222,0.0661,0.1171,0.6667,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00517776754066608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013608836867941001,0,0.010600808626582582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010348851776013919,0,0,0,0,0,0,0,0,0,0,0.046239857472832366,0,0,0,0,0,0,0.015879897193062386,0,0,0,0,0,0,0,0,0,0,0.01204021060234245,0,0,0,0,0,0.03554513018890767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03203845241809055,0,0,fully_open
188,1986,12,14,3,24,263,0.0947,0.0989,0.3333,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.004883828864773562,0,0,0.03266611513958016,0,0,0,0,0.023463502166658597,0,0,0,0.09839298812353217,0,0,0,0,0,0,0,0.010346321321240576,0.01608476316114991,0,0.02228876530731919,0,0,0.016944322615932195,0,0,0,0,0,0,0,0,0,0.00802857545384133,0,0,0.02062763672853848,0,0.00931198138736561,0,0,0,0,0,0,0,0,0,0.01178650762235777,0.010698145320500571,0,0,0.014056141160504599,0,0,0.02473097932544444,0.023450693862426295,0,0.014738409355435854,0.012640977855542301,0,0,0,0,0,0,0,0,0.01110749510993382,0.016547730565824415,0,0,0,0,0,0,0.03309546113164883,0,0,0,0,0.015074816179026963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03241537029806045,0,0,0,0,0,0,0,0.012037277378630582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015768253199593206,0.030571301440301013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,partially_open
54,1391,14,20,4,7,192,0.0388,0.1771,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.013991509720702636,0.015206667933234757,0.009812226395471663,0,0.025268896271167105,0,0,0,0.01680494074098521,0.013279579057908986,0,0,0.020134472473155234,0.009798849987655633,0,0.013527500781920391,0,0.05545476688234764,0,0,0,0,0,0,0.011090103393818516,0,0.012135798630329814,0,0,0.018626242980311368,0,0,0.07097984424218799,0,0,0,0,0.012083972932226662,0,0,0,0,0,0,0,0,0.02950131740402948,0,0,0.01384790316085112,0,0.03376675156675469,0,0,0,0,0,0.01320123935549859,0,0,0.017875057314193792,0,0,0,0,0,0,0.023893176298774,0,0,0,0,0,0,0,0,0,0.017875057314193792,0,0.07111051783692114,0,0,0,0.015937116957284374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01824282303059249,0,0.019064013748211057,0,0,0,0.06236750364371865,0,0,0,0,0,0,0,0,0,0,0.019445808549732334,0,0,0,0.02210277461917684,0,0,0,0,0,0,0,0.04318731121559076,0,0,0,0,0,0,0,0,0,0,0.17046341096520898,0,0,0,0,0,0,0,0,closed
71,1027,14,15,4,9,151,0.0691,0.1921,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09779119798075209,0,0,0.05811656734613353,0,0,0,0,0,0,0,0.02105746847261429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023071294905529196,0,0.02337111022129332,0,0,0,0,0,0.026832530637413837,0,0.051975033593493744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029152933241108372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036189140579185375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,partially_open
103,1575,15,24,4,14,255,0.0654,0.1529,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.023531175439363526,0.006393712653746432,0.024753571134030785,0,0,0.04210975485669565,0,0,0.0070657137206415095,0,0,0,0,0.008239942035074055,0.009947302268032561,0.022750796769593386,0,0.09326483521122103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02984379814728359,0,0,0,0,0,0,0.012423463029687947,0,0,0,0,0,0,0,0,0.016790965126916618,0,0,0.014197384181476404,0,0,0,0,0.012845004632481153,0,0,0.02824742669792258,0,0,0,0,0,0,0,0,0,0.011368056875166805,0,0,0,0,0.015058896614803124,0,0.03150669002545206,0,0,0.03986498727221336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03967796675771944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017952983656723452,0.035905967313446904,0,0,0,0,0,0,0,0,0,0,0,0,0.03631660261311041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,partially_open
104,550,9,9,3,14,82,0.1891,0.2195,0.3333,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04271204430970018,0.20368283557620573,0,0.021797990749348337,0,0,0,0,0,0,0,0,0,0,0.13723790002816202,0.12069566909687426,0,0,0,0.10029322912246415,0,0,0.048274567714268836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05806294276827968,0,0,0,0.04940192342269842,0,0,0,0,0,0,0,0.024036816464980116,0,0,0,0,0,0,0,0,0.039410107431984816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04466455843928773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04856742117919262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fully_open
47,1843,15,20,3,6,252,0.0255,0.1389,0.3333,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.02640380920963284,0,0,0.026950243108285216,0,0,0.005652570976513207,0,0,0,0,0,0,0.004550159353918677,0.0424189872814319,0.049741245445984544,0.015236630611100017,0,0,0,0,0.032217397126034095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008973363882370496,0,0,0,0.07634842710780665,0.009923170399537188,0,0,0,0.01081085636108411,0,0.0206182437086011,0,0,0.0406350262640042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018188891000266886,0,0.010703586196845317,0,0,0.012047117291842498,0,0,0,0,0,0.027090017509336133,0.011087644463103433,0,0,0,0,0,0.013955061169660884,0,0,0,0,0,0,0,0,0,0,0.01058079113539185,0,0,0,0,0,0,0,0,0,0,0,0.012226703944002321,0,0,0,0,0,0.014362386925378763,0,0,0,0,0,0,0,0,0,0,0,0,0.013405034725609586,0,0,0,0,0,0,0.01380540897214348,0,0,0,0,0,0.012900798702246107,0.04626648462170499,0,0,0.012530381641300376,0.028155003640140182,0,0,partially_open
38,919,4,4,3,7,136,0.0413,0.0588,0.3333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.010493632290526977,0,0,0,0.01895167220337533,0,0.1775840743665934,0,0.012603705555738908,0,0,0,0,0.01469827498148345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02251362518814182,0.0266174415908205,0,0,0.023515084271300224,0,0,0,0,0,0,0,0.023631080807670377,0.028596020622316587,0,0,0,0,0.04154370948255336,0,0,0,0,0,0,0.04582542193209492,0,0,0.050387301677375415,0.02681258597129069,0,0,0,0,0,0,0,0,0.0202781555070543,0,0.023866104357830775,0,0,0,0,0,0,0.10394391312682918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030328597092838784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03299793459902099,0,0,0,0,0,0,0,0,0,0,0.16247473564364825,0.10164130778656703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,closed
84,2463,7,11,3,10,329,0.0341,0.0547,0.3333,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004038134307629325,0,0,0,0,0,0,0.004462556034089374,0,0.01285392221683678,0.012441307797883619,0,0.005204173916888877,0.012565013391199023,0,0,0,0.006014459451750006,0,0.007871124832905509,0.01223673369675998,0,0.03391304960635168,0.00588995921872658,0,0.01289065691834076,0,0,0.019784813117842696,0,0.01594266281265545,0,0,0,0,0,0,0,0,0,0.02833693857590683,0,0,0,0.060275074032478934,0,0,0,0,0,0.008966768956721938,0.008138780411289908,0.0058654432522200275,0.1685990110390635,0.01069342796421163,0,0.007011184538087768,0,0.008920240009870288,0.009493451492227325,0,0,0,0,0,0.013382207726358019,0,0,0.014359650789684384,0.01069342796421163,0.008450199629088407,0,0.026531949495117522,0,0,0,0,0,0,0,0,0,0.016928420882857086,0.022936801650385523,0,0,0,0.01759666102164503,0.03848212727819078,0.009987912504196651,0,0,0,0,0,0,0,0,0.010738354951531434,0,0,0.00976182214606007,0,0.012330248510506247,0,0,0.011041137008696602,0,0,0.01930532201684577,0,0,0,0,0,0,0,0,0.027083424259104472,0,0,0,0,0,0.011851380287745567,0,0,0,0.010582922151797042,0,0,0,0,0,0,0,0.010496319081731882,0.010307009989836231,0,0,0,0,0,0,0,0,0,0,0,fully_open
84,357,7,23,4,13,57,0.2353,0.5263,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.02043496814471043,0.04441947738392257,0.02866202973414091,0,0,0.029255198110967502,0,0,0,0.03879034935336572,0,0,0,0,0,0,0,0.05399543091175954,0,0,0,0,0,0,0,0,0,0,0.06565676278003953,0,0.04781782308453539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19740815041221177,0,0,0,0,0,0,0,0,0,0,0,0,0.04594290887735934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,partially_open
