paper_id,openalex_id,title_short,cluster
33,https://openalex.org/W4375863320,"Ultrafast one‐pass FASTQ data preprocessing, quality control, and deduplication ",2
34,https://openalex.org/W2190691619,ShapeNet: An Information-Rich 3D Model Repository,2
35,https://openalex.org/W4318457133,"Reporting reliability, convergent and discriminant validity with structural equa",2
36,https://openalex.org/W4296032638,Robust deep learning–based protein sequence design using ProteinMPNN,2
37,https://openalex.org/W4388503650,A Step-by-Step Process of Thematic Analysis to Develop a Conceptual Model in Qua,2
38,https://openalex.org/W3196836501,Revisiting Event-Study Designs: Robust and Efficient Estimation,2
39,https://openalex.org/W4386142022,Interpreting Black-Box Models: A Review on Explainable Artificial Intelligence,2
40,https://openalex.org/W4395669330,Fault Detection Method based on Artificial Neural Network for 330kV Nigerian Tra,3
41,https://openalex.org/W3209984917,WavLM: Large-Scale Self-Supervised Pre-Training for Full Stack Speech Processing,2
42,https://openalex.org/W4225405705,E(3)-equivariant graph neural networks for data-efficient and accurate interatom,2
43,https://openalex.org/W4317910584,ChatGPT: Bullshit spewer or the end of traditional assessments in higher educati,1
44,https://openalex.org/W4213212652,Noisy intermediate-scale quantum algorithms,2
45,https://openalex.org/W4360884927,Diffusion Models in Vision: A Survey,2
46,https://openalex.org/W4365143687,Foundation models for generalist medical artificial intelligence,2
47,https://openalex.org/W4389437528,Education in the Era of Generative Artificial Intelligence (AI): Understanding t,1
48,https://openalex.org/W4321499901,What if the devil is my guardian angel: ChatGPT as a case study of using chatbot,1
49,https://openalex.org/W3155072588,Image Super-Resolution Via Iterative Refinement,3
50,https://openalex.org/W4366262984,Explainable Artificial Intelligence (XAI): What we know and what is left to atta,2
51,https://openalex.org/W4287824654,Question Answering For Toxicological Information Extraction,2
52,https://openalex.org/W4398182172,E-Commerce Promotional Products Selection Using SWARA and TOPSIS,2
53,https://openalex.org/W1509527650,Introducing Translation Studies: Theories and Applications,2
54,https://openalex.org/W4210423514,FAST-LIO2: Fast Direct LiDAR-Inertial Odometry,2
55,https://openalex.org/W4382358570,The NANOGrav 15 yr Data Set: Evidence for a Gravitational-wave Background,2
56,https://openalex.org/W4321351832,Artificial Hallucinations in ChatGPT: Implications in Scientific Writing,1
57,https://openalex.org/W4366783381,Artificial intelligence in higher education: the state of the field,1
58,https://openalex.org/W4383218913,Accurate medium-range global weather forecasting with 3D neural networks,2
59,https://openalex.org/W4384154918,Experimental evidence on the productivity effects of generative artificial intel,1
60,https://openalex.org/W4382987554,ARTIFICIAL INTELLIGENCE FOR THE REAL WORLD,1
61,https://openalex.org/W4387195417,Diffusion Models: A Comprehensive Survey of Methods and Applications,2
62,https://openalex.org/W4367595583,"A Brief Overview of ChatGPT: The History, Status Quo and Potential Future Develo",1
63,https://openalex.org/W4225598392,Comparing network structures on three aspects: A permutation test.,2
64,https://openalex.org/W4283732315,SwinFusion: Cross-domain Long-range Learning for General Image Fusion via Swin T,3
65,https://openalex.org/W4280571816,"Robot Operating System 2: Design, architecture, and uses in the wild",2
66,https://openalex.org/W4383218413,TotalSegmentator: Robust Segmentation of 104 Anatomic Structures in CT Images,3
67,https://openalex.org/W4205129187,Particle Swarm Optimization: A Comprehensive Survey,2
68,https://openalex.org/W4393183306,Loss of Life Transformer Prediction Based on Stacking Ensemble Improved by Genet,2
69,https://openalex.org/W4393065402,A survey on large language model based autonomous agents,2
70,https://openalex.org/W4281665512,TrackMate 7: integrating state-of-the-art segmentation algorithms into tracking ,3
71,https://openalex.org/W4320855218,A More Credible Approach to Parallel Trends,2
72,https://openalex.org/W4389132751,Scaling deep learning for materials discovery,2
73,https://openalex.org/W4386693657,Generative AI,2
74,https://openalex.org/W4226323522,A review: Data pre-processing and data augmentation techniques,2
75,https://openalex.org/W4385071300,"Generative AI and ChatGPT: Applications, challenges, and AI-human collaboration",1
76,https://openalex.org/W3183198896,Explainable artificial intelligence (XAI) in deep learning-based medical image a,3
77,https://openalex.org/W4294559022,"Explainable AI (XAI): Core Ideas, Techniques, and Solutions",2
78,https://openalex.org/W3172681723,The Medical Segmentation Decathlon,3
79,https://openalex.org/W4388654737,Learning skillful medium-range global weather forecasting,2
80,https://openalex.org/W3183048323,A survey of uncertainty in deep neural networks,2
81,https://openalex.org/W4296079469,"A Survey of Ensemble Learning: Concepts, Algorithms, Applications, and Prospects",2
82,https://openalex.org/W4382246105,Recent Advances in Natural Language Processing via Large Pre-trained Language Mo,2
83,https://openalex.org/W4295951577,Multimodal biomedical AI,2
84,https://openalex.org/W4284884776,"Gfastats: conversion, evaluation and manipulation of genome sequences using asse",2
85,https://openalex.org/W2910094941,The Liver Tumor Segmentation Benchmark (LiTS),3
86,https://openalex.org/W3097300053,Graph Neural Networks in Recommender Systems: A Survey,2
87,https://openalex.org/W4360980141,Examining Science Education in ChatGPT: An Exploratory Study of Generative Artif,1
88,https://openalex.org/W4361298490,"Artificial Intelligence and Machine Learning in Clinical Medicine, 2023",2
89,https://openalex.org/W3042609801,Learning From Noisy Labels With Deep Neural Networks: A Survey,2
90,https://openalex.org/W3081167590,Towards Robust Monocular Depth Estimation: Mixing Datasets for Zero-shot Cross-d,2
91,https://openalex.org/W4362584541,ChatGPT for Language Teaching and Learning,1
92,https://openalex.org/W4382059335,"YOLO-v1 to YOLO-v8, the Rise of YOLO and Its Complementary Nature toward Digital",2
93,https://openalex.org/W4320495408,Chatting about ChatGPT: how may AI and GPT impact academia and libraries?,1
94,https://openalex.org/W4309191898,Muscle5: High-accuracy alignment ensembles enable unbiased assessments of sequen,2
95,https://openalex.org/W4225716729,"AI-Based Modeling: Techniques, Applications and Research Issues Towards Automati",2
96,https://openalex.org/W4292736944,PLS-SEM’s most wanted guidance,2
97,https://openalex.org/W4392741075,Evaluation metrics and statistical tests for machine learning,3
98,https://openalex.org/W4283077289,Extracting spatial effects from machine learning model using local interpretatio,2
99,https://openalex.org/W4400881081,TransUNet: Rethinking the U-Net architecture design for medical image segmentati,3
100,https://openalex.org/W3208687975,Recent advances and applications of deep learning methods in materials science,2
101,https://openalex.org/W4297253404,BioGPT: generative pre-trained transformer for biomedical text generation and mi,2
102,https://openalex.org/W4289639938,Domain Generalization: A Survey,2
103,https://openalex.org/W4391876619,Lost in the Middle: How Language Models Use Long Contexts,2
104,https://openalex.org/W4321610982,Suppressing quantum errors by scaling a surface code logical qubit,2
105,https://openalex.org/W4318677156,A comprehensive review on ensemble deep learning: Opportunities and challenges,2
106,https://openalex.org/W4294012180,High-coverage whole-genome sequencing of the expanded 1000 Genomes Project cohor,2
107,https://openalex.org/W4362663195,"Artificial intelligence, machine learning and deep learning in advanced robotics",2
108,https://openalex.org/W4393936599,ADMETlab 3.0: an updated comprehensive online ADMET prediction platform enhanced,2
109,https://openalex.org/W4327808545,Vision Transformers for Single Image Dehazing,3
110,https://openalex.org/W4390692489,Unifying Large Language Models and Knowledge Graphs: A Roadmap,2
111,https://openalex.org/W4214876469,decoupleR: ensemble of computational methods to infer biological activities from,2
112,https://openalex.org/W4322617812,Generative AI and the future of education: Ragnarök or reformation? A paradoxica,1
113,https://openalex.org/W4380627387,Evidence for the utility of quantum computing before fault tolerance,2
114,https://openalex.org/W4399083018,Intelligent Clinical Documentation: Harnessing Generative AI for Patient-Centric,2
115,https://openalex.org/W4391602018,Auto-Encoding Variational Bayes,2
116,https://openalex.org/W3085139254,Efficient Transformers: A Survey,2
117,https://openalex.org/W4205773061,ProteinBERT: a universal deep-learning model of protein sequence and function,2
118,https://openalex.org/W4366091323,"Deep learning modelling techniques: current progress, applications, advantages, ",2
119,https://openalex.org/W4382618993,The second data release from the European Pulsar Timing Array,2
120,https://openalex.org/W4384662964,ChatGPT outperforms crowd workers for text-annotation tasks,1
121,https://openalex.org/W4385346076,Visual attention network,3
122,https://openalex.org/W4366988472,"Understanding of Machine Learning with Deep Learning: Architectures, Workflow, A",2
123,https://openalex.org/W4393115925,A review of convolutional neural networks in computer vision,3
124,https://openalex.org/W4226319939,Edge-IIoTset: A New Comprehensive Realistic Cyber Security Dataset of IoT and II,2
125,https://openalex.org/W4400591407,Prediction of Daily Climate Using Long Short-Term Memory (LSTM) Model,2
126,https://openalex.org/W4383912288,Artificial Intelligence in Pharmaceutical Technology and Drug Delivery Design,2
127,https://openalex.org/W4307722364,Coati Optimization Algorithm: A new bio-inspired metaheuristic algorithm for sol,2
128,https://openalex.org/W4312737473,Infrared and Visible Image Fusion via Decoupling Network,3
129,https://openalex.org/W4400988476,Using Machine Learning to Identify Diseases and Perform Sorting in Apple Fruit,3
130,https://openalex.org/W4400896559,Optimization of Raw Material Inventory using Always Better Control (ABC) Analysi,2
131,https://openalex.org/W4385878593,New Era of Artificial Intelligence in Education: Towards a Sustainable Multiface,1
132,https://openalex.org/W4295122555,Deep Residual Learning for Image Recognition: A Survey,3
133,https://openalex.org/W4400217631,Classifying Crop Leaf Diseases using Different Deep Learning Models with Transfe,2
134,https://openalex.org/W4401122848,"The Impact of ESG (Environmental, Social, and Governance) Considerations on Corp",2
135,https://openalex.org/W4399685394,Advanced Modelling of Soil Organic Carbon Content in Coal Mining Areas Using Int,2
136,https://openalex.org/W4400837307,Quality Control to Reduce Appearance Defects at PT. Musical Instrument,2
137,https://openalex.org/W4322766882,Parameter-efficient fine-tuning of large-scale pre-trained language models,2
138,https://openalex.org/W4283392904,Artificial intelligence and smart vision for building and construction 4.0: Mach,2
139,https://openalex.org/W4381982883,"ChatGPT for Education and Research: Opportunities, Threats, and Strategies",1
140,https://openalex.org/W4223962547,SLEAP: A deep learning system for multi-animal pose tracking,2
141,https://openalex.org/W4313678819,Collaborating With ChatGPT: Considering the Implications of Generative Artificia,1
142,https://openalex.org/W4313506322,UIU-Net: U-Net in U-Net for Infrared Small Object Detection,3
143,https://openalex.org/W4317796310,"Understanding O-RAN: Architecture, Interfaces, Algorithms, Security, and Researc",2
144,https://openalex.org/W4223899585,Transfer learning for medical image classification: a literature review,3
145,https://openalex.org/W3133542152,Generalizing to Unseen Domains: A Survey on Domain Generalization,2
146,https://openalex.org/W4229011615,"A Topic Modeling Comparison Between LDA, NMF, Top2Vec, and BERTopic to Demystify",2
147,https://openalex.org/W4229005866,Analysing Off-The-Shelf Options for Question Answering with Portuguese FAQs,2
148,https://openalex.org/W4312597583,EEG Conformer: Convolutional Transformer for EEG Decoding and Visualization,3
149,https://openalex.org/W3202428668,Deep Neural Networks and Tabular Data: A Survey,2
150,https://openalex.org/W4376226279,Multimodal Learning With Transformers: A Survey,2
151,https://openalex.org/W3171950886,Dense Nested Attention Network for Infrared Small Target Detection,3
152,https://openalex.org/W4292289324,Human-in-the-loop machine learning: a state of the art,2
153,https://openalex.org/W4362581834,Revolutionizing education with AI: Exploring the transformative potential of Cha,1
154,https://openalex.org/W4283704002,An introduction to spatial transcriptomics for biomedical research,2
155,https://openalex.org/W4386697749,A foundation model for generalizable disease detection from retinal images,3
156,https://openalex.org/W4385839827,UAV-YOLOv8: A Small-Object-Detection Model Based on Improved YOLOv8 for UAV Aeri,3
157,https://openalex.org/W4225129690,DNA methylation: a historical perspective,2
158,https://openalex.org/W2626610348,Multiscale structural similarity for image quality assessment,3
159,https://openalex.org/W4389991792,Autonomous chemical research with large language models,2
160,https://openalex.org/W4225597912,On evaluation metrics for medical applications of artificial intelligence,2
161,https://openalex.org/W4283318673,TranAD,3
162,https://openalex.org/W4294647307,Artificial intelligence (AI) applications for marketing: A literature-based stud,2
163,https://openalex.org/W4282970004,Towards the Unmanned Aerial Vehicles (UAVs): A Comprehensive Review,2
164,https://openalex.org/W3137125108,Interpretable machine learning: Fundamental principles and 10 grand challenges,2
165,https://openalex.org/W4401338748,CAT: a computational anatomy toolbox for the analysis of structural MRI data,2
166,https://openalex.org/W4206918024,Pelican Optimization Algorithm: A Novel Nature-Inspired Algorithm for Engineerin,2
167,https://openalex.org/W4223544134,"Sustainable development, ESG performance and company market value: Mediating eff",2
168,https://openalex.org/W4292121737,A compute-in-memory chip based on resistive random-access memory,2
169,https://openalex.org/W1767339332,Grounded Theory: A Practical Guide,2
170,https://openalex.org/W3105850678,Bilby: A User-friendly Bayesian Inference Library for Gravitational-wave Astrono,2
171,https://openalex.org/W4389773814,Logs with Zeros? Some Problems and Solutions,2
172,https://openalex.org/W4206189171,Forecasting: theory and practice,2
173,https://openalex.org/W4389132715,An autonomous laboratory for the accelerated synthesis of inorganic materials,2
174,https://openalex.org/W4210762403,Inference of CRISPR Edits from Sanger Trace Data,2
175,https://openalex.org/W4313310852,Metaverse marketing: How the metaverse will shape the future of consumer researc,2
176,https://openalex.org/W1901865882,Marketing: An Introduction,1
177,https://openalex.org/W4392173735,"A Comprehensive Survey of Continual Learning: Theory, Method and Application",2
178,https://openalex.org/W4312220150,A large language model for electronic health records,2
179,https://openalex.org/W4287322212,A Survey on Deep Semi-Supervised Learning,2
180,https://openalex.org/W3043426275,Hands-On Bayesian Neural Networks—A Tutorial for Deep Learning Users,2
181,https://openalex.org/W4294714162,Metode Penelitian Kualitatif Studi Pustaka,2
182,https://openalex.org/W3179950556,"Hyperparameter optimization: Foundations, algorithms, best practices, and open c",2
183,https://openalex.org/W4290769249,Reporting guideline for overviews of reviews of healthcare interventions: develo,2
184,https://openalex.org/W4210818687,Magnetic Soft Materials and Robots,2
185,https://openalex.org/W3168491317,DS-TransUNet: Dual Swin Transformer U-Net for Medical Image Segmentation,3
186,https://openalex.org/W4283593236,A Review of Feature Selection Methods for Machine Learning-Based Disease Risk Pr,3
187,https://openalex.org/W4296785191,Inductive/Deductive Hybrid Thematic Analysis in Mixed Methods Research,2
188,https://openalex.org/W4390506881,Discovering biomarkers associated and predicting cardiovascular disease with hig,2
189,https://openalex.org/W4307888124,State of the art and practice in <scp>AI</scp> in education,1
190,https://openalex.org/W4309028162,Data augmentation: A comprehensive survey of modern approaches,2
191,https://openalex.org/W4282914989,Underwater Image Enhancement via Minimal Color Loss and Locally Adaptive Contras,3
192,https://openalex.org/W4365504037,"A survey on deep learning tools dealing with data scarcity: definitions, challen",2
193,https://openalex.org/W4280549083,Measuring user competence in using artificial intelligence: validity and reliabi,2
194,https://openalex.org/W4389365236,Adaptive Learning Using Artificial Intelligence in e-Learning: A Literature Revi,1
195,https://openalex.org/W4221014470,Trust in AI and Its Role in the Acceptance of AI Technologies,2
196,https://openalex.org/W4226256571,Understanding the adoption of Industry 4.0 technologies in improving environment,2
197,https://openalex.org/W4386373863,"PyMC: a modern, and comprehensive probabilistic programming framework in Python",2
198,https://openalex.org/W4297964528,Deep Reinforcement Learning: A Survey,2
199,https://openalex.org/W4293731327,Towards Intelligent-TPACK: An empirical study on teachers’ professional knowledg,1
200,https://openalex.org/W4386740800,CHGNet as a pretrained universal neural network potential for charge-informed at,2
201,https://openalex.org/W4322008312,Can artificial intelligence help for scientific writing?,1
202,https://openalex.org/W4221065117,Fully-automated and ultra-fast cell-type identification using specific marker co,2
203,https://openalex.org/W4224213495,The Movement Disorder Society Criteria for the Diagnosis of Multiple System Atro,2
204,https://openalex.org/W4210725851,From Artificial Intelligence to Explainable Artificial Intelligence in Industry ,2
205,https://openalex.org/W4391092744,DEA-Net: Single Image Dehazing Based on Detail-Enhanced Convolution and Content-,3
206,https://openalex.org/W4383913712,Human resource management in the age of generative artificial intelligence: Pers,1
207,https://openalex.org/W4210314283,Burnout: A Review of Theory and Measurement,2
208,https://openalex.org/W4401725766,Medical Image Segmentation Review: The Success of U-Net,3
209,https://openalex.org/W4206693420,Medical image segmentation using deep learning: A survey,3
210,https://openalex.org/W4288066876,ProtGPT2 is a deep unsupervised language model for protein design,2
211,https://openalex.org/W4392172801,Vision-Language Models for Vision Tasks: A Survey,2
212,https://openalex.org/W4386098991,Challenges and Opportunities of Generative AI for Higher Education as Explained ,1
213,https://openalex.org/W4382358974,The NANOGrav 15 yr Data Set: Search for Signals from New Physics,2
214,https://openalex.org/W4318049711,A non-academic perspective on the future of lithium-based batteries,2
215,https://openalex.org/W3163465952,ResMLP: Feedforward Networks for Image Classification With Data-Efficient Traini,3
216,https://openalex.org/W4388948709,A review of hybrid renewable energy systems: Solar and wind-powered solutions: C,2
217,https://openalex.org/W4401785934,A Bibliometric Analysis of Heart Disease Detection using Artificial Intelligence,2
218,https://openalex.org/W4310273071,Graph neural networks for materials science and chemistry,2
219,https://openalex.org/W4377079715,U-Shape Transformer for Underwater Image Enhancement,3
220,https://openalex.org/W4327918021,ChatGPT in higher education: Considerations for academic integrity and student l,1
221,https://openalex.org/W4226017353,Optimal ratio for data splitting,2
222,https://openalex.org/W4225910596,SynergyFinder 3.0: an interactive analysis and consensus interpretation of multi,2
223,https://openalex.org/W4327518740,From human writing to artificial intelligence generated text: examining the pros,1
224,https://openalex.org/W4206095984,Feature dimensionality reduction: a review,2
225,https://openalex.org/W4385576721,Leakage and the reproducibility crisis in machine-learning-based science,2
226,https://openalex.org/W4205430897,Learning robust perceptive locomotion for quadrupedal robots in the wild,2
227,https://openalex.org/W4285029663,Artificial rabbits optimization: A new bio-inspired meta-heuristic algorithm for,2
228,https://openalex.org/W4377013998,"Neuromorphic sensorimotor loop embodied by monolithically integrated, low-voltag",2
229,https://openalex.org/W4360949780,Small data machine learning in materials science,2
230,https://openalex.org/W4282006100,"A comparative analysis of K-Nearest Neighbor, Genetic, Support Vector Machine, D",2
231,https://openalex.org/W4284958113,A review of the application of machine learning in water quality evaluation,2
232,https://openalex.org/W4385988359,Summary of ChatGPT-Related research and perspective towards the future of large ,1
233,https://openalex.org/W4401917994,Building Face Ageing Model Using Face Synthesis,3
234,https://openalex.org/W4393906060,SpectralGPT: Spectral Remote Sensing Foundation Model,3
235,https://openalex.org/W4406170795,Accurate predictions on small data with a tabular foundation model,2
236,https://openalex.org/W4375862891,To use or not to use ChatGPT in higher education? A study of students’ acceptanc,1
237,https://openalex.org/W4386222752,Redefining Radiology: A Review of Artificial Intelligence Integration in Medical,3
238,https://openalex.org/W4225264859,DeepLoc 2.0: multi-label subcellular localization prediction using protein langu,2
239,https://openalex.org/W4281791809,"Definition, roles, and potential research issues of the metaverse in education: ",1
240,https://openalex.org/W4414281281,DeepSeek-R1 incentivizes reasoning in LLMs through reinforcement learning,2
241,https://openalex.org/W3201870057,Training Spiking Neural Networks Using Lessons From Deep Learning,2
242,https://openalex.org/W3137278571,ConViT: improving vision transformers with soft convolutional inductive biases*,3
243,https://openalex.org/W4365455876,Improving PLS-SEM use for business marketing research,2
244,https://openalex.org/W4226178852,The EC-Earth3 Earth system model for the Coupled Model Intercomparison Project 6,2
245,https://openalex.org/W4285044823,First Dark Matter Search Results from the LUX-ZEPLIN (LZ) Experiment,2
246,https://openalex.org/W4390229867,"Fairness and Bias in Artificial Intelligence: A Brief Survey of Sources, Impacts",2
247,https://openalex.org/W4213377513,Magnetic control of tokamak plasmas through deep reinforcement learning,2
248,https://openalex.org/W4229442135,Can digital transformation promote enterprise performance? —From the perspective,2
249,https://openalex.org/W3211639647,Explainable AI (XAI): A systematic meta-survey of current challenges and future ,2
250,https://openalex.org/W4210678178,Deep physical neural networks trained with backpropagation,2
251,https://openalex.org/W4380370818,hdWGCNA identifies co-expression networks in high-dimensional transcriptomics da,2
252,https://openalex.org/W4385452929,From ChatGPT to ThreatGPT: Impact of Generative AI in Cybersecurity and Privacy,1
253,https://openalex.org/W3183430956,Contextual Transformer Networks for Visual Recognition,3
254,https://openalex.org/W4226192560,Deciphering spatial domains from spatially resolved transcriptomics with an adap,2
255,https://openalex.org/W4293761886,Pretest with Caution: Event-Study Estimates after Testing for Parallel Trends,2
256,https://openalex.org/W4385770659,From Data Management to Actionable Findings: A Five-Phase Process of Qualitative,2
257,https://openalex.org/W4223918474,Comparative performance analysis of K-nearest neighbour (KNN) algorithm and its ,2
258,https://openalex.org/W4206907302,SynergyFinder Plus: Toward Better Interpretation and Annotation of Drug Combinat,2
259,https://openalex.org/W4386251129,Transforming Education: A Comprehensive Review of Generative Artificial Intellig,1
260,https://openalex.org/W4280651558,Explainable Artificial Intelligence in education,1
261,https://openalex.org/W4400135851,A Perspective on Explainable Artificial Intelligence Methods: SHAP and LIME,2
262,https://openalex.org/W4383112908,Transfer Learning in Deep Reinforcement Learning: A Survey,2
263,https://openalex.org/W4220751443,Inductive content analysis: A guide for beginning qualitative researchers,2
264,https://openalex.org/W4282978483,"Co-creation, co-design, co-production for public health – a perspective on defin",2
265,https://openalex.org/W4378574344,ChatGPT and Open-AI Models: A Preliminary Review,1
266,https://openalex.org/W4315977496,"A Survey of Graph Neural Networks for Recommender Systems: Challenges, Methods, ",2
267,https://openalex.org/W4399803256,Detecting hallucinations in large language models using semantic entropy,3
268,https://openalex.org/W4298110867,<scp>FinBERT</scp>: A Large Language Model for Extracting Information from Finan,2
269,https://openalex.org/W3185585276,Integrating Scientific Knowledge with Machine Learning for Engineering and Envir,2
270,https://openalex.org/W4323256981,"An era of ChatGPT as a significant futuristic support tool: A study on features,",1
271,https://openalex.org/W4293027896,An Overview of Variants and Advancements of PSO Algorithm,2
272,https://openalex.org/W4312799843,AlphaPose: Whole-Body Regional Multi-Person Pose Estimation and Tracking in Real,2
273,https://openalex.org/W4387379065,The Potential of Generative Artificial Intelligence Across Disciplines: Perspect,2
274,https://openalex.org/W4211067223,"2D Heterostructures for Ubiquitous Electronics and Optoelectronics: Principles, ",2
275,https://openalex.org/W4381848566,"Connecting the dots in trustworthy Artificial Intelligence: From AI principles, ",2
276,https://openalex.org/W4225343266,Comparison and evaluation of statistical error models for scRNA-seq,2
277,https://openalex.org/W4380769213,Art and the science of generative AI,2
278,https://openalex.org/W3195968524,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Lea,2
279,https://openalex.org/W4367051110,Comparing scientific abstracts generated by ChatGPT to real abstracts with detec,1
280,https://openalex.org/W4379878854,The effect of generative artificial intelligence (AI)-based tool use on students,1
281,https://openalex.org/W4403845965,Practical guide to <scp>SHAP</scp> analysis: Explaining supervised machine learn,2
282,https://openalex.org/W4214513770,Deep learning in optical metrology: a review,2
283,https://openalex.org/W4398164319,Physics-informed neural network for lithium-ion battery degradation stable model,2
284,https://openalex.org/W4384159609,nnFormer: Volumetric Medical Image Segmentation via a 3D Transformer,3
285,https://openalex.org/W4313124175,Command Filter-Based Adaptive Fuzzy Finite-Time Output Feedback Control of Nonli,2
286,https://openalex.org/W4319790168,Teacher support and student motivation to learn with Artificial Intelligence (AI,1
287,https://openalex.org/W4366989525,ChatGPT and the rise of large language models: the new AI-driven infodemic threa,1
288,https://openalex.org/W4210794570,Spectral–Spatial Feature Tokenization Transformer for Hyperspectral Image Classi,3
289,https://openalex.org/W4206609022,Embedded Devices for Neuromorphic Time-Series Assessment,2
290,https://openalex.org/W4387044350,Mechanical metamaterials and beyond,2
291,https://openalex.org/W3203597819,KITTI-360: A Novel Dataset and Benchmarks for Urban Scene Understanding in 2D an,2
292,https://openalex.org/W4324142429,A Review of Deep Transfer Learning and Recent Advancements,2
293,https://openalex.org/W4214821456,Educational data mining: prediction of students' academic performance using mach,1
294,https://openalex.org/W4360995249,"Machine Learning Operations (MLOps): Overview, Definition, and Architecture",2
295,https://openalex.org/W4400823820,Random Forest Algorithm Overview,2
296,https://openalex.org/W4367839715,Path planning techniques for mobile robots: Review and prospect,2
297,https://openalex.org/W4391836235,Structured information extraction from scientific text with large language model,2
298,https://openalex.org/W3133824676,Elastic Net Regularization Paths for All Generalized Linear Models,2
299,https://openalex.org/W4319163914,"A Comprehensive Survey of Few-shot Learning: Evolution, Applications, Challenges",2
300,https://openalex.org/W4407142724,Generative AI at Work,2
301,https://openalex.org/W4392298212,Hippopotamus optimization algorithm: a novel nature-inspired optimization algori,2
302,https://openalex.org/W4362579589,Knowledge Graphs: Opportunities and Challenges,2
303,https://openalex.org/W4224470052,Cell type and gene expression deconvolution with BayesPrism enables Bayesian int,2
304,https://openalex.org/W4322738920,"Spatially informed clustering, integration, and deconvolution of spatial transcr",2
305,https://openalex.org/W4317388187,A review on longitudinal data analysis with random forest,2
306,https://openalex.org/W4400949264,AI models collapse when trained on recursively generated data,2
307,https://openalex.org/W3163939464,Class-Incremental Learning: Survey and Performance Evaluation on Image Classific,3
308,https://openalex.org/W4302275239,Beyond Self-Attention: External Attention Using Two Linear Layers for Visual Tas,3
309,https://openalex.org/W4410611457,Revised Surgical CAse REport (SCARE) Guideline: An Update for the Age of Artific,2
310,https://openalex.org/W4381252028,"The Role of AI in Drug Discovery: Challenges, Opportunities, and Strategies",2
311,https://openalex.org/W4223422326,"Multi-animal pose estimation, identification and tracking with DeepLabCut",2
312,https://openalex.org/W4281630308,"Significance of machine learning in healthcare: Features, pillars and applicatio",2
313,https://openalex.org/W4226239849,A Survey on Trajectory-Prediction Methods for Autonomous Driving,2
314,https://openalex.org/W4390711247,Network pharmacology: towards the artificial intelligence-based precision tradit,2
315,https://openalex.org/W4225278475,Multi-omics single-cell data integration and regulatory inference with graph-lin,2
