pub_ieee,pub_mdpi,title_to_abstract_ratio,text_richness,title_length,abstract_length,abstract_word_count,title_word_count,concept_count,tf_abstract,keyword_count,tf_data,tf_based,tf_analysis,tf_model,tf_learning,tf_paper,pub_springer,tf_research,tf_artificial,tf_study,tf_machine,pub_elsevier,tf_human,tf_results,tf_intelligence,tf_models,tf_performance,tf_provide,tf_methods,tf_accuracy,pub_nature,tf_applications,tf_detection,tf_future,tf_challenges,tf_time,tf_review,tf_propose,tf_including,tf_proposed,tf_finally,tf_information,tf_techniques,tf_existing,tf_potential,tf_method,tf_deep,cn_medicine,tf_design,tf_real,tf_development,tf_systems,tf_survey,tf_recent,tf_education,tf_approaches,tf_significant,tf_image,paper_age,tf_network,recency_score,tf_approach,tf_datasets,tf_scale,tf_technology,tf_neural,tf_article,tf_field,tf_framework,tf_processing,tf_comprehensive,tf_process,tf_application,tf_tasks,tf_attention,tf_algorithms,tf_prediction,tf_improve,tf_training,oa_category
0,0,0.1891,0.2195,104,550,82,14,9,0,9,0,0,0,0.02179799074934833,0,0,0,0,0,0,0,0,0,0.02403681646498011,0,0.04271204430970018,0.04827456771426883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05806294276827968,0,0,1,0,0,0,0,0,0,0.10029322912246416,0,0,0,3,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03941010743198481,fully_open
0,0,0.0255,0.1389,47,1843,252,6,20,0.01253038164130037,15,0,0.00455015935391867,0,0.02695024310828521,0,0,0,0.0056525709765132,0,0,0,0,0.03221739712603409,0,0,0.02640380920963284,0,0,0,0.0206182437086011,1,0.01523663061110001,0,0,0,0,0,0.0129007987022461,0.01818889100026688,0,0,0,0,0.01058079113539185,0.00897336388237049,0.01081085636108411,0,1,0,0,0.00992317039953718,0,0,0,0,0,0,0,3,0,0.3333,0.01108764446310343,0.01070358619684531,0.01395506116966088,0,0,0,0,0.01204711729184249,0,0,0,0,0,0,0,0,0.01222670394400232,0,partially_open
1,0,0.0413,0.0588,38,919,136,7,4,0,4,0,0,0,0,0.01049363229052697,0,0,0.0126037055557389,0,0,0,0,0,0,0,0,0,0,0.01469827498148345,0,0,0,0.1775840743665934,0,0,0.02251362518814182,0,0,0.0202781555070543,0,0,0,0.02351508427130022,0,0,0,0.01895167220337533,0,0.02363108080767037,0,0,0,0.0266174415908205,0.04154370948255336,0,0,0,0,3,0,0.3333,0,0.02386610435783077,0,0,0,0.05038730167737541,0.04582542193209492,0,0,0,0,0,0,0.02859602062231658,0,0,0,0,closed
0,0,0.0341,0.0547,84,2463,329,10,11,0,7,0.00403813430762932,0,0,0,0,0,0,0.00446255603408937,0.01244130779788361,0,0,0,0.03391304960635168,0.00586544325222002,0.01285392221683678,0,0.00588995921872658,0.00701118453808776,0.00520417391688887,0.0081387804112899,0,0.00601445945175,0,0,0.01289065691834076,0.01594266281265545,0.01256501339119902,0,0.01435965078968438,0,0,0,0,0,0.02833693857590683,0,0,1,0,0,0,0.0078711248329055,0,0,0.01223673369675998,0,0,0,3,0,0.3333,0,0.0084501996290884,0,0,0,0.00892024000987028,0,0,0,0.01692842088285708,0,0.00976182214606007,0.00896676895672193,0,0,0,0.01930532201684577,0,fully_open
0,0,0.2353,0.5263,84,357,57,13,23,0,7,0.04441947738392257,0,0,0.0292551981109675,0.02043496814471043,0,0,0,0,0,0.03879034935336572,0,0,0,0,0.02866202973414091,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.04594290887735934,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04781782308453539,0,0,0,partially_open
0,1,0.1462,0.2316,99,677,95,15,12,0,10,0,0,0.02213142181344379,0.01659250042114575,0,0,0,0.01392051061380118,0,0,0,0,0,0,0,0,0,0.02187070997702005,0,0,0,0.01876152276739927,0.05603932410715526,0.02001971635040536,0,0.04973158996783566,0.01959767014000444,0,0,0,0.02707470265933395,0,0,0,0.02209858269539003,0,0,0,0,0.06044636884763481,0.02443765844662143,0.02455321029966047,0,0,0,0,0,0,3,0.02486579498391783,0.3333,0,0,0,0,0,0,0,0,0,0.05280656663458404,0,0,0,0,0,0,0,0.02999873849300336,fully_open
0,0,0.0231,0.1241,21,909,137,2,9,0,8,0,0,0,0,0.07765287894989964,0.0182363356737253,0,0.05329566920712452,0,0.01935422420086456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02342710171312584,0,0,0,0.02548273285112683,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.3333,0,0,0,0,0,0,0,0,0,0,0.02976356518681964,0,0,0,0,0,0.02882008786800547,0,fully_open
0,0,0.0728,0.086,141,1937,279,17,13,0,11,0,0,0,0,0,0.00792884159727187,0,0.01158601504502707,0,0.00841488008733241,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00833118630731154,0.00836691706811558,0,0,0,0,0,0,0,0,0,0.02758891379983475,0,0,0,0,0.01257735003972525,0.01016970879455674,0,0,0,0.01588495243865115,0,0,0,4,0,0,0.01136311389075817,0,0.01430177076393817,0.01221188109548343,0,0,0,0,0,0,0,0.01267217905917114,0,0,0,0,0,0,partially_open
0,0,0.1044,0.0964,126,1207,166,16,9,0,7,0,0,0,0.06413639585865953,0.02239986892785566,0,0,0,0.01250112177768113,0.01302688167365884,0.0425201906373432,0,0,0,0.01291571991980234,0.02094532942110297,0.02367310532142029,0.01408978431211869,0.03137516390278198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01574349149926573,0,0,0,0,0,0,0,2,0,0.6667,0,0,0,0,0,0.01792625155829702,0.01630327511045684,0,0,0,0,0,0,0,0,0.14918126708914378,0,0,partially_open
0,0,0.0682,0.1683,98,1438,202,13,19,0.01694682762962755,15,0.00691778746143056,0.00615390404423427,0,0.00911227482144889,0.01272998015572125,0,1,0.00764487058298917,0,0.02220976547640196,0.01208223996252375,0,0,0,0,0,0,0,0,0,0,0.01030345922471927,0,0,0,0,0.02152530982590652,0,0,0,0,0,0.0285264956733806,0,0,0.0146212401604826,0,1,0,0,0,0,0,0,0,0,0,0,4,0.02731161088397532,0,0,0,0,0,0.09650869046625042,0.01528139477100729,0,0.01629323240290174,0,0.01450016378900463,0,0,0,0,0,0,0,0,partially_open
0,0,0.0484,0.188,49,1012,133,7,14,0,11,0,0.00816061188474545,0,0,0.00844053032064126,0,1,0.01013776316439868,0,0,0,0,0.01926040045578125,0,0,0,0,0.01592758226587329,0,0,0,0,0.02040562345206197,0.01457957603779521,0,0,0.01427221629761193,0,0.01631069029915237,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04281936255914601,0,0,0,0,0.06274397795458045,4,0,0,0.0198854493088268,0,0,0,0,0,0,0,0,0.01922847806802788,0.02264619090301494,0,0.04074031982510619,0.23001147022298124,0,0,0,0,fully_open
0,0,0.0729,0.2091,58,796,110,8,12,0,11,0,0,0,0,0,0,1,0.01554457018541131,0,0,0,0,0,0,0,0,0.02051669127856425,0,0,0,0,0,0.03128862262649502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02561862084757457,0,0,0.03189878505337104,0,4,0.02776680439870824,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03123424519924808,0.03526842543419045,0,0,0,0,fully_open
0,0,0.0378,0.1508,49,1297,199,6,16,0,14,0.00897840500313328,0,0,0,0.00826094456913825,0,0,0.01984413215158892,0,0,0.01568120505774359,0,0,0,0,0.01158677797763143,0,0,0.01157098243223165,0,0,0.01337257473846544,0,0,0,0,0.04190565636320099,0,0,0,0,0,0,0,0,0.01897650318700934,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.3333,0,0,0.02449558609568133,0,0,0.05949989878924117,0.01803766607965438,0,0,0,0,0,0,0,0.01933060933204622,0,0,0,partially_open
0,0,0.0821,0.1229,107,1303,179,13,12,0,10,0.03701623115326881,0.01317151391923827,0.07804238218424916,0,0,0,0,0,0,0.01188417275491683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0153394735067334,0,0,0,0,0,0,0,0,0,2,0,0.6667,0,0,0,0,0,0,0,0,0.07296286111157319,0.01551771914261899,0,0,0,0,0,0,0,0,fully_open
0,0,0.0652,0.044,173,2653,386,24,9,0,8,0.02240628505206714,0,0,0.01475704683473582,0.0034359680951283,0,0,0,0,0.00599467121265716,0,0,0,0.00542423734386719,0,0.014457838007487,0.0272345459449968,0.00648379455070948,0.00481270950721139,0,0,0.00556204436024668,0,0,0,0,0,0,0,0,0,0.02902472778617361,0,0,0.0065513497371289,0,0,1,0,0,0,0,0,0,0.02263254285506934,0,0.01693740799294037,0,3,0,0.3333,0,0,0,0,0,0,0,0,0.01840213753698969,0,0,0,0.00829227748652604,0,0,0,0,0,fully_open
0,0,0.039,0.1161,65,1668,224,10,14,0.01396968223523352,12,0,0,0,0.01502293957049682,0.01049363229052697,0,0,0,0,0,0,0,0,0,0,0.00735916979660374,0.00831757754536388,0,0.00734913749074172,0.01149327774297021,1,0,0,0,0.00910184897274736,0,0,0,0.01013907775352715,0,0,0,0,0,0,0.0120526439160735,0.01895167220337533,0,0.1299709444421871,0,0,0,0,0.01038592737063834,0,0,0,0.01300100444103919,3,0.01125681259407091,0.3333,0,0,0,0,0,0,0,0.01343090779158116,0,0,0,0,0.012662531837533,0,0,0.01497572565373644,0,0,partially_open
0,0,0.0423,0.1849,76,1798,238,8,24,0.01308552513173773,20,0,0,0,0,0,0,0,0.00590300133623214,0,0.00857465629152227,0,0,0.01121491672108781,0,0,0,0,0,0.00688400220651756,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.01148104479857832,0,0,4,0,0,0,0.01117779571189542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01276839335924293,0,partially_open
0,0,0.0709,0.1297,91,1284,185,11,12,0,12,0.05849297516892775,0,0.01468124021287855,0,0,0,0,0,0,0.01341381875307445,0,0,0,0,0,0,0,0,0,0,0,0.02489152525575745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.3333,0,0,0,0.01946646392448349,0,0,0,0,0.02058853011564193,0,0,0,0,0,0,0,0,0,fully_open
0,0,0.1164,0.2333,49,421,60,6,8,0,6,0,0,0,0.058510396221935,0,0,0,0,0,0,0,0,0,0,0,0.05732405946828182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04315518736628444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.3333,0,0.04647609795998624,0.06059434455247489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,partially_open
0,0,0.0822,0.213,137,1667,230,15,28,0.0155452103068764,21,0,0.0112898690736328,0.01114891174060702,0,0,0.00959807140722384,1,0,0,0,0,0,0,0.02765137533189441,0,0,0,0.01101757570270934,0,0,0,0,0,0.01008512026674556,0,0,0.01974502104331275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01363913592613063,0,0,3,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0.01534000622952296,0,0,0,0,0,0,partially_open
0,0,0.07,0.2462,68,972,130,8,16,0,16,0,0.02530706606954769,0,0,0.02617512773592122,0,0,0,0,0,0,0,0,0,0,0,0.01383147726644781,0,0,0.01911241692089427,0,0,0,0,0.01513565896591695,0,0,0,0,0,0,0,0,0,0,0.02004259887167278,0.04727271043988003,1,0.05894494313823397,0,0,0,0,0,0,0.02038207953006039,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02292382953400623,0,0,0,0.02490345389610105,0,0,partially_open
0,0,0.0662,0.1361,97,1466,191,14,14,0,12,0.01383557492286113,0.00615390404423427,0.08507899041397657,0.04556137410724447,0,0.03139041386460913,0,0.03057948233195669,0,0.01110488273820098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01229986481575424,0.01331599631347662,0,0,0,0,0,0,0,0,0,0,0.01342068127806259,0,0,0,0,0.04460668225021413,0,0,3,0,0.3333,0,0,0,0,0,0,0,0,0,0.01450016378900463,0.0683098217402418,0.03344624309059926,0,0,0,0,0,0,fully_open
0,0,0.0565,0.2053,63,1116,151,7,17,0.02199481883845278,14,0,0.00798698184464448,0,0,0,0,0,0,0,0.02882544029915999,0,0,0,0.013041251486319,0,0.01158677797763143,0,0.01558869753681216,0,0,0,0,0,0,0,0.01772349216938824,0,0.02264501899862348,0,0,0,0,0,0,0,0.01897650318700934,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.6667,0,0,0,0,0,0,0,0.02114653567185119,0,0,0,0.02170447689921866,0,0,0,0,0,0,partially_open
0,0,0.0473,0.1046,78,1649,239,9,15,0.01627962969145324,10,0,0.00591162435745339,0.02335126396064148,0.00875352384422649,0.01834319975194479,0.01005152359969111,1,0.01468778285235715,0.02047427818706831,0.01066768263039779,0.01160656122384171,0,0,0,0.02115330506550304,0.077184363536033,0,0,0.00856434920180925,0.0133937409918078,0,0,0,0,0,0,0.01033892834157715,0,0,0,0,0,0,0,0,0,0.01104270663818719,0,0,0,0.02578461599879742,0,0,0.01210328543979901,0,0,0,0,3,0,0.3333,0,0,0,0,0,0,0.01335071347627962,0,0,0.02785858239777268,0.03281022933980118,0.01606473093327995,0,0,0,0.01745202674608656,0,0,partially_open
0,0,0.132,0.3235,94,712,102,13,18,0,15,0,0.01104082784406737,0,0.0326969861240225,0,0,0,0.01371579722242175,0.03823872543761289,0,0,0,0,0.01802761234873508,0,0,0,0,0,0,0,0,0.0552152163996971,0,0,0,0,0,0,0,0,0,0,0,0,0.02623222499380702,0,1,0,0,0,0,0,0,0,0,0,0,2,0.04900024305654396,0.6667,0,0.02597193709528643,0,0,0.04947084133143929,0,0,0,0,0,0,0,0,0,0,0,0,0,fully_open
1,0,0.0717,0.1975,80,1116,157,9,19,0,12,0,0,0,0.0112292679617855,0.01568745029290902,0,0,0,0,0,0,0,0,0,0,0,0.012434358350645,0,0,0,0,0,0,0,0,0,0,0.02150133117041018,0.01515740916688907,0,0,0.01656461737291726,0,0,0.01495560647061749,0,0,0,0,0,0,0,0,0,0,0,0.01933259700204305,0,4,0,0,0,0,0.04651687056553628,0,0,0,0,0,0.06301338005090412,0,0,0,0.09464922787650935,0,0,0.04477590700511098,0,0.0609065296676129,partially_open
0,0,0.0882,0.2409,93,1054,137,10,19,0,14,0.03553558190713806,0,0,0,0.00817398725788417,0,0,0,0,0,0,0,0,0,0,0.02292962378731273,0,0,0,0.01790531690483779,1,0,0,0,0,0.01753692909392099,0,0,0,0,0,0.01726207494651378,0,0.01837716355094373,0,0.03755350104376585,0.01476235518999762,0,0,0,0,0,0,0,0,0,0,0,4,0.01753692909392099,0,0.01925748775170596,0,0,0,0.07082141495869203,0,0,0,0,0,0,0,0,0,0,0,0,0.04231401008486791,fully_open
0,0,0.048,0.119,83,1729,252,12,17,0,13,0,0,0,0.02488875063171862,0.01158998193282084,0,0,0.00696025530690059,0.01940472634147519,0,0,0,0,0,0.02004828166655885,0,0,0,0.00811695782559533,0,0,0.00938076138369963,0,0.01000985817520268,0,0,0.02939650521000666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.13359956267432724,0,0,0,3,0,0.3333,0,0,0,0,0,0.02782582331437149,0,0,0,0,0,0,0,0,0,0,0,0,fully_open
0,0,0.0741,0.3951,43,580,81,4,17,0,15,0,0,0,0,0.01522605469605875,0,0,0,0,0,0.02890261324368426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02574595881137839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03225617823680885,0,0,0,0,0,0,4,0,0,0,0,0.09029745462721749,0,0,0,0,0,0,0,0,0,0,0,0.0356289662198499,0,0,0,partially_open
1,0,0.0224,0.0929,36,1607,226,6,13,0,8,0.01180377720691648,0.0157505516097185,0,0.02332232576678528,0.00543027125523773,0,0,0.00652219728059216,0,0,0,0,0,0.00857257090709081,0,0.0837813176844119,0,0.01024711586335904,0,0,0,0,0,0.00937986710123887,0,0,0.00918212517049159,0,0.01049359096169243,0,0.01268535019703059,0,0,0,0,0,0.01961431808461223,0,0,0,0,0,0.02754812136672331,0.01074907168429702,0,0,0,0,3,0,0.3333,0,0,0,0,0,0,0.01185692735305952,0,0,0.01237076910670325,0.01456957736417744,0,0,0,0,0,0,0,closed
0,0,0.045,0.0974,64,1421,195,7,12,0,7,0.01406616783824214,0,0,0,0,0,0,0,0.03250291662197096,0,0,0,0,0.01021564699761654,0.03358087179148609,0.03630523766324515,0,0,0,0,1,0.03142555063539378,0,0,0.01122561373305507,0,0.01094203249483581,0.01773859821558839,0.01250486256268348,0,0,0,0,0,0.02467675067651886,0,0,0,0,0,0.01364435929936363,0,0,0,0,0,0,0.01603457214394834,3,0,0.3333,0,0.05886972408264924,0,0,0,0,0,0,0,0,0,0,0.01561712259962404,0,0,0,0,0.0334985913171871,partially_open
0,0,0.1053,0.1626,147,1396,203,20,20,0,13,0.00680621024431071,0,0,0,0.0375739736854353,0.01029470562226428,0,0,0.01048481181353901,0.02185154345258902,0,0,0,0,0.01083253928757615,0,0,0.01181723845532535,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01322497677353878,0,0.0281585570538654,0.02388072646114729,0,0,1,0,0,0,0,0,0.01239610686172963,0.06187445183764925,0,0,0,3,0,0.3333,0,0,0,0.01585574884171639,0,0,0.01367371460877025,0,0,0,0,0,0.03022668890249814,0,0,0,0.01626940444161599,0.01620899579863891,fully_open
0,0,0.0669,0.18,94,1405,200,18,20,0.01914363861865335,16,0,0,0,0,0,0,0,0.00863587232522851,0.03611435180218995,0.08781083202244107,0,0,0,0,0.03731207976831787,0,0,0.01356794044870688,0,0,0,0.01163909282792362,0,0,0,0,0,0,0.01389429173631498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01423256713754143,0.07104103729507877,0,0,0,3,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01959356968566136,0,0,0,0,fully_open
1,0,0.036,0.0765,47,1305,183,5,7,0,7,0,0,0,0.01001529304699788,0,0,0,0,0,0,0,0,0.03192715030507884,0,0,0.01962445279094332,0.01109010339381851,0,0,0.01532437032396027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10400803552831356,4,0,0,0.01648163366136996,0,0,0,0,0,0,0,0,0,0.01876981588357995,0,0.01688337578337734,0,0,0,0,0,partially_open
0,0,0.0554,0.0252,118,2129,318,16,4,0,4,0.01088993639089714,0,0,0.00717224211752751,0.00500986315805804,0.00823576449781142,0,0.02406901189999172,0.02516354835249364,0.02622185214310683,0.00950989209953482,1,0,0,0.02599809429018278,0.02108046057865847,0,0.00945379076426028,0.0280689638356071,0,0,0.00810981951881129,0,0.00865368384178812,0,0,0.00847125096374385,0,0,0.01048097774351063,0,0.01057998141883102,0.03367966908534613,0.01126342282154616,0,0,0,0,0,0,0,0,0.01270768179174656,0.0099168854893837,0,0,0,0,3,0,0.3333,0,0.02278828029005777,0,0,0,0.012027936529438,0.0109389716870162,0,0,0.01141303214360364,0,0.01316271502275196,0.01209067556099926,0,0,0,0,0,partially_open
